#taskLabel	taskNamespace	runState	errorCode	runStateUpdateTime
getChromDepth_sample000_estimateChromDepth_248_chrX_KI270880v1_alt		complete	0	2026-04-16T01:44:33.378741Z
getChromDepth_sample000_estimateChromDepth_249_chrX_KI270881v1_alt		complete	0	2026-04-16T01:44:30.484037Z
getChromDepth_sample000_estimateChromDepth_250_chr19_KI270882v1_alt		complete	0	2026-04-16T01:44:24.120240Z
getChromDepth_sample000_estimateChromDepth_251_chr19_KI270883v1_alt		complete	0	2026-04-16T01:43:57.593381Z
getChromDepth_sample000_estimateChromDepth_252_chr19_KI270884v1_alt		complete	0	2026-04-16T01:44:17.430509Z
getChromDepth_sample000_estimateChromDepth_253_chr19_KI270885v1_alt		complete	0	2026-04-16T01:44:31.010659Z
getChromDepth_sample000_estimateChromDepth_254_chr19_KI270886v1_alt		complete	0	2026-04-16T01:44:05.224225Z
getChromDepth_sample000_estimateChromDepth_255_chr19_KI270887v1_alt		complete	0	2026-04-16T01:44:09.978320Z
getChromDepth_sample000_estimateChromDepth_256_chr19_KI270888v1_alt		complete	0	2026-04-16T01:44:27.820772Z
getChromDepth_sample000_estimateChromDepth_257_chr19_KI270889v1_alt		complete	0	2026-04-16T01:44:23.832042Z
getChromDepth_sample000_estimateChromDepth_258_chr19_KI270890v1_alt		complete	0	2026-04-16T01:43:56.768359Z
getChromDepth_sample000_estimateChromDepth_259_chr19_KI270891v1_alt		complete	0	2026-04-16T01:44:09.209279Z
getChromDepth_sample000_estimateChromDepth_260_chr1_KI270892v1_alt		complete	0	2026-04-16T01:44:20.830151Z
getChromDepth_sample000_estimateChromDepth_261_chr2_KI270894v1_alt		complete	0	2026-04-16T01:44:40.522413Z
getChromDepth_sample000_estimateChromDepth_262_chr2_KI270893v1_alt		complete	0	2026-04-16T01:44:28.009559Z
getChromDepth_sample000_estimateChromDepth_263_chr3_KI270895v1_alt		complete	0	2026-04-16T01:43:58.600924Z
getChromDepth_sample000_estimateChromDepth_264_chr4_KI270896v1_alt		complete	0	2026-04-16T01:44:24.024507Z
getChromDepth_sample000_estimateChromDepth_265_chr5_KI270897v1_alt		complete	0	2026-04-16T01:44:05.586929Z
getChromDepth_sample000_estimateChromDepth_266_chr5_KI270898v1_alt		complete	0	2026-04-16T01:44:29.278819Z
getChromDepth_sample000_estimateChromDepth_267_chr6_GL000251v2_alt		complete	0	2026-04-16T01:43:52.914386Z
getChromDepth_sample000_estimateChromDepth_268_chr7_KI270899v1_alt		complete	0	2026-04-16T01:44:06.524683Z
getChromDepth_sample000_estimateChromDepth_269_chr8_KI270901v1_alt		complete	0	2026-04-16T01:44:17.089080Z
getChromDepth_sample000_estimateChromDepth_270_chr8_KI270900v1_alt		complete	0	2026-04-16T01:44:32.016279Z
getChromDepth_sample000_estimateChromDepth_271_chr11_KI270902v1_alt		complete	0	2026-04-16T01:44:38.721537Z
getChromDepth_sample000_estimateChromDepth_272_chr11_KI270903v1_alt		complete	0	2026-04-16T01:44:29.374711Z
getChromDepth_sample000_estimateChromDepth_273_chr12_KI270904v1_alt		complete	0	2026-04-16T01:44:09.622114Z
getChromDepth_sample000_estimateChromDepth_274_chr15_KI270906v1_alt		complete	0	2026-04-16T01:44:05.748745Z
getChromDepth_sample000_estimateChromDepth_275_chr15_KI270905v1_alt		complete	0	2026-04-16T01:44:26.408553Z
getChromDepth_sample000_estimateChromDepth_276_chr17_KI270907v1_alt		complete	0	2026-04-16T01:44:30.406288Z
getChromDepth_sample000_estimateChromDepth_277_chr17_KI270910v1_alt		complete	0	2026-04-16T01:44:13.174338Z
getChromDepth_sample000_estimateChromDepth_278_chr17_KI270909v1_alt		complete	0	2026-04-16T01:44:24.658591Z
getChromDepth_sample000_estimateChromDepth_279_chr17_JH159148v1_alt		complete	0	2026-04-16T01:44:27.136009Z
getChromDepth_sample000_estimateChromDepth_280_chr17_KI270908v1_alt		complete	0	2026-04-16T01:44:22.859466Z
getChromDepth_sample000_estimateChromDepth_281_chr18_KI270912v1_alt		complete	0	2026-04-16T01:43:52.351591Z
getChromDepth_sample000_estimateChromDepth_282_chr18_KI270911v1_alt		complete	0	2026-04-16T01:44:06.679828Z
getChromDepth_sample000_estimateChromDepth_283_chr19_GL949747v2_alt		complete	0	2026-04-16T01:44:17.088844Z
getChromDepth_sample000_estimateChromDepth_284_chr22_KB663609v1_alt		complete	0	2026-04-16T01:44:15.979475Z
getChromDepth_sample000_estimateChromDepth_285_chrX_KI270913v1_alt		complete	0	2026-04-16T01:44:18.141568Z
getChromDepth_sample000_estimateChromDepth_286_chr19_KI270914v1_alt		complete	0	2026-04-16T01:44:26.781647Z
getChromDepth_sample000_estimateChromDepth_287_chr19_KI270915v1_alt		complete	0	2026-04-16T01:44:28.471981Z
getChromDepth_sample000_estimateChromDepth_288_chr19_KI270916v1_alt		complete	0	2026-04-16T01:43:52.508321Z
getChromDepth_sample000_estimateChromDepth_289_chr19_KI270917v1_alt		complete	0	2026-04-16T01:44:07.042163Z
getChromDepth_sample000_estimateChromDepth_290_chr19_KI270918v1_alt		complete	0	2026-04-16T01:44:36.334657Z
getChromDepth_sample000_estimateChromDepth_291_chr19_KI270919v1_alt		complete	0	2026-04-16T01:44:27.483610Z
getChromDepth_sample000_estimateChromDepth_292_chr19_KI270920v1_alt		complete	0	2026-04-16T01:44:25.030983Z
getChromDepth_sample000_estimateChromDepth_293_chr19_KI270921v1_alt		complete	0	2026-04-16T01:43:57.806203Z
getChromDepth_sample000_estimateChromDepth_294_chr19_KI270922v1_alt		complete	0	2026-04-16T01:44:33.149729Z
getChromDepth_sample000_estimateChromDepth_295_chr19_KI270923v1_alt		complete	0	2026-04-16T01:44:04.793958Z
getChromDepth_sample000_estimateChromDepth_296_chr3_KI270924v1_alt		complete	0	2026-04-16T01:44:33.980095Z
getChromDepth_sample000_estimateChromDepth_297_chr4_KI270925v1_alt		complete	0	2026-04-16T01:44:10.185170Z
getChromDepth_sample000_estimateChromDepth_298_chr6_GL000252v2_alt		complete	0	2026-04-16T01:44:21.651111Z
getChromDepth_sample000_estimateChromDepth_299_chr8_KI270926v1_alt		complete	0	2026-04-16T01:43:59.990793Z
getChromDepth_sample000_estimateChromDepth_300_chr11_KI270927v1_alt		complete	0	2026-04-16T01:44:27.297554Z
getChromDepth_sample000_estimateChromDepth_301_chr19_GL949748v2_alt		complete	0	2026-04-16T01:44:30.026609Z
getChromDepth_sample000_estimateChromDepth_302_chr22_KI270928v1_alt		complete	0	2026-04-16T01:44:33.186682Z
getChromDepth_sample000_estimateChromDepth_303_chr19_KI270929v1_alt		complete	0	2026-04-16T01:44:06.203754Z
getChromDepth_sample000_estimateChromDepth_304_chr19_KI270930v1_alt		complete	0	2026-04-16T01:44:16.939300Z
getChromDepth_sample000_estimateChromDepth_305_chr19_KI270931v1_alt		complete	0	2026-04-16T01:44:30.331786Z
getChromDepth_sample000_estimateChromDepth_306_chr19_KI270932v1_alt		complete	0	2026-04-16T01:43:51.430706Z
getChromDepth_sample000_estimateChromDepth_307_chr19_KI270933v1_alt		complete	0	2026-04-16T01:44:33.225686Z
getChromDepth_sample000_estimateChromDepth_308_chr19_GL000209v2_alt		complete	0	2026-04-16T01:44:08.270032Z
getChromDepth_sample000_estimateChromDepth_309_chr3_KI270934v1_alt		complete	0	2026-04-16T01:44:23.458217Z
getChromDepth_sample000_estimateChromDepth_310_chr6_GL000253v2_alt		complete	0	2026-04-16T01:44:14.653643Z
getChromDepth_sample000_estimateChromDepth_311_chr19_GL949749v2_alt		complete	0	2026-04-16T01:44:31.406963Z
getChromDepth_sample000_estimateChromDepth_312_chr3_KI270935v1_alt		complete	0	2026-04-16T01:44:21.261216Z
getChromDepth_sample000_estimateChromDepth_313_chr6_GL000254v2_alt		complete	0	2026-04-16T01:44:24.658766Z
getChromDepth_sample000_estimateChromDepth_314_chr19_GL949750v2_alt		complete	0	2026-04-16T01:43:56.454295Z
getChromDepth_sample000_estimateChromDepth_315_chr3_KI270936v1_alt		complete	0	2026-04-16T01:44:30.060291Z
getChromDepth_sample000_estimateChromDepth_316_chr6_GL000255v2_alt		complete	0	2026-04-16T01:43:52.200085Z
getChromDepth_sample000_estimateChromDepth_317_chr19_GL949751v2_alt		complete	0	2026-04-16T01:44:05.051287Z
getChromDepth_sample000_estimateChromDepth_318_chr3_KI270937v1_alt		complete	0	2026-04-16T01:43:49.652029Z
getChromDepth_sample000_estimateChromDepth_319_chr6_GL000256v2_alt		complete	0	2026-04-16T01:44:28.099844Z
getChromDepth_sample000_estimateChromDepth_320_chr19_GL949752v1_alt		complete	0	2026-04-16T01:44:09.050152Z
getChromDepth_sample000_estimateChromDepth_321_chr6_KI270758v1_alt		complete	0	2026-04-16T01:44:29.453934Z
getChromDepth_sample000_estimateChromDepth_322_chr19_GL949753v2_alt		complete	0	2026-04-16T01:44:15.406016Z
getChromDepth_sample000_estimateChromDepth_323_chr19_KI270938v1_alt		complete	0	2026-04-16T01:44:18.513633Z
getChromDepth_sample000_estimateChromDepth_324_chrM_to_348_chrUn_KI270429v1		complete	0	2026-04-16T01:44:15.373286Z
getChromDepth_sample000_estimateChromDepth_349_chrUn_KI270442v1		complete	0	2026-04-16T01:44:26.991950Z
getChromDepth_sample000_estimateChromDepth_350_chrUn_KI270466v1_to_353_chrUn_KI270435v1		complete	0	2026-04-16T01:43:56.269281Z
getChromDepth_sample000_estimateChromDepth_354_chrUn_KI270438v1_to_361_chrUn_KI270512v1		complete	0	2026-04-16T01:44:06.020511Z
getChromDepth_sample000_estimateChromDepth_362_chrUn_KI270519v1_to_371_chrUn_KI270539v1		complete	0	2026-04-16T01:44:28.303401Z
getChromDepth_sample000_estimateChromDepth_372_chrUn_KI270538v1_to_383_chrUn_KI270582v1		complete	0	2026-04-16T01:44:15.780080Z
getChromDepth_sample000_estimateChromDepth_384_chrUn_KI270588v1_to_425_chrUn_KI270521v1		complete	0	2026-04-16T01:44:22.752232Z
getChromDepth_sample000_estimateChromDepth_426_chrUn_GL000195v1		complete	0	2026-04-16T01:44:27.657804Z
getChromDepth_sample000_estimateChromDepth_427_chrUn_GL000219v1		complete	0	2026-04-16T01:44:30.687580Z
getChromDepth_sample000_estimateChromDepth_428_chrUn_GL000220v1		complete	0	2026-04-16T01:44:26.575297Z
getChromDepth_sample000_estimateChromDepth_429_chrUn_GL000224v1		complete	0	2026-04-16T01:44:16.878434Z
getChromDepth_sample000_estimateChromDepth_430_chrUn_KI270741v1_to_431_chrUn_GL000226v1		complete	0	2026-04-16T01:44:28.444499Z
getChromDepth_sample000_estimateChromDepth_432_chrUn_GL000213v1		complete	0	2026-04-16T01:44:25.756466Z
getChromDepth_sample000_estimateChromDepth_433_chrUn_KI270743v1		complete	0	2026-04-16T01:44:23.257248Z
getChromDepth_sample000_estimateChromDepth_434_chrUn_KI270744v1		complete	0	2026-04-16T01:44:33.779152Z
getChromDepth_sample000_estimateChromDepth_435_chrUn_KI270745v1_to_436_chrUn_KI270746v1		complete	0	2026-04-16T01:44:29.935606Z
getChromDepth_sample000_estimateChromDepth_437_chrUn_KI270747v1		complete	0	2026-04-16T01:44:21.724298Z
getChromDepth_sample000_estimateChromDepth_438_chrUn_KI270748v1		complete	0	2026-04-16T01:44:10.759451Z
getChromDepth_sample000_estimateChromDepth_439_chrUn_KI270749v1		complete	0	2026-04-16T01:44:25.756616Z
getChromDepth_sample000_estimateChromDepth_440_chrUn_KI270750v1		complete	0	2026-04-16T01:44:29.806379Z
getChromDepth_sample000_estimateChromDepth_441_chrUn_KI270751v1_to_442_chrUn_KI270752v1		complete	0	2026-04-16T01:44:21.610775Z
getChromDepth_sample000_estimateChromDepth_443_chrUn_KI270753v1_to_445_chrUn_KI270755v1		complete	0	2026-04-16T01:44:05.009337Z
getChromDepth_sample000_estimateChromDepth_446_chrUn_KI270756v1_to_447_chrUn_KI270757v1		complete	0	2026-04-16T01:44:31.329856Z
getChromDepth_sample000_estimateChromDepth_448_chrUn_GL000214v1		complete	0	2026-04-16T01:44:20.970804Z
getChromDepth_sample000_estimateChromDepth_449_chrUn_KI270742v1		complete	0	2026-04-16T01:44:24.499890Z
getChromDepth_sample000_estimateChromDepth_450_chrUn_GL000216v2		complete	0	2026-04-16T01:44:26.951942Z
getChromDepth_sample000_estimateChromDepth_451_chrUn_GL000218v1		complete	0	2026-04-16T01:43:55.248753Z
getChromDepth_sample000_estimateChromDepth_452_chrX		complete	0	2026-04-16T01:43:55.248561Z
getChromDepth_sample000_estimateChromDepth_453_chrY		complete	0	2026-04-16T01:44:00.539689Z
getChromDepth_sample000_estimateChromDepth_454_chrY_KI270740v1_random		complete	0	2026-04-16T01:44:30.363532Z
getChromDepth_sample000_estimateChromDepth_455_chr1_KQ031383v1_fix		complete	0	2026-04-16T01:44:28.009780Z
getChromDepth_sample000_estimateChromDepth_456_chr1_KQ983255v1_alt		complete	0	2026-04-16T01:44:38.573870Z
getChromDepth_sample000_estimateChromDepth_457_chr1_KN538361v1_fix		complete	0	2026-04-16T01:44:29.765253Z
getChromDepth_sample000_estimateChromDepth_458_chr1_KQ458383v1_alt		complete	0	2026-04-16T01:44:32.866944Z
getChromDepth_sample000_estimateChromDepth_459_chr1_KN196473v1_fix		complete	0	2026-04-16T01:44:23.106083Z
getChromDepth_sample000_estimateChromDepth_460_chr1_KZ208904v1_alt		complete	0	2026-04-16T01:44:26.133875Z
getChromDepth_sample000_estimateChromDepth_461_chr1_KN196472v1_fix		complete	0	2026-04-16T01:44:39.600900Z
getChromDepth_sample000_estimateChromDepth_462_chr1_KZ208905v1_alt		complete	0	2026-04-16T01:44:31.040845Z
getChromDepth_sample000_estimateChromDepth_463_chr1_KQ458382v1_alt		complete	0	2026-04-16T01:44:39.045588Z
getChromDepth_sample000_estimateChromDepth_464_chr1_KV880763v1_alt		complete	0	2026-04-16T01:44:29.586572Z
getChromDepth_sample000_estimateChromDepth_465_chr1_KN196474v1_fix		complete	0	2026-04-16T01:44:12.619330Z
getChromDepth_sample000_estimateChromDepth_466_chr1_KN538360v1_fix		complete	0	2026-04-16T01:44:23.550397Z
getChromDepth_sample000_estimateChromDepth_467_chr1_KZ208906v1_fix		complete	0	2026-04-16T01:44:41.178891Z
getChromDepth_sample000_estimateChromDepth_468_chr1_KQ458384v1_alt		complete	0	2026-04-16T01:44:17.687626Z
getChromDepth_sample000_estimateChromDepth_469_chr2_KQ031384v1_fix		complete	0	2026-04-16T01:44:36.731818Z
getChromDepth_sample000_estimateChromDepth_470_chr2_KZ208907v1_alt		complete	0	2026-04-16T01:44:29.705516Z
getChromDepth_sample000_estimateChromDepth_471_chr2_KQ983256v1_alt		complete	0	2026-04-16T01:44:39.804490Z
getChromDepth_sample000_estimateChromDepth_472_chr2_KZ208908v1_alt		complete	0	2026-04-16T01:44:24.192765Z
getChromDepth_sample000_estimateChromDepth_473_chr2_KN538363v1_fix		complete	0	2026-04-16T01:44:23.602850Z
getChromDepth_sample000_estimateChromDepth_474_chr2_KN538362v1_fix		complete	0	2026-04-16T01:44:42.436863Z
getChromDepth_sample000_estimateChromDepth_475_chr3_KV766192v1_fix		complete	0	2026-04-16T01:44:25.031286Z
getChromDepth_sample000_estimateChromDepth_476_chr3_KN196475v1_fix		complete	0	2026-04-16T01:44:21.069389Z
getChromDepth_sample000_estimateChromDepth_477_chr3_KQ031385v1_fix		complete	0	2026-04-16T01:44:14.808618Z
getChromDepth_sample000_estimateChromDepth_478_chr3_KN538364v1_fix		complete	0	2026-04-16T01:44:14.094297Z
getChromDepth_sample000_estimateChromDepth_479_chr3_KZ208909v1_alt		complete	0	2026-04-16T01:44:30.123878Z
getChromDepth_sample000_estimateChromDepth_480_chr3_KQ031386v1_fix		complete	0	2026-04-16T01:44:20.428090Z
getChromDepth_sample000_estimateChromDepth_481_chr3_KN196476v1_fix		complete	0	2026-04-16T01:43:44.059810Z
getChromDepth_sample000_estimateChromDepth_482_chr4_KQ090013v1_alt		complete	0	2026-04-16T01:44:33.578985Z
getChromDepth_sample000_estimateChromDepth_483_chr4_KQ090014v1_alt		complete	0	2026-04-16T01:44:31.910466Z
getChromDepth_sample000_estimateChromDepth_484_chr4_KQ090015v1_alt		complete	0	2026-04-16T01:44:29.765447Z
getChromDepth_sample000_estimateChromDepth_485_chr4_KV766193v1_alt		complete	0	2026-04-16T01:44:29.422425Z
getChromDepth_sample000_estimateChromDepth_486_chr4_KQ983257v1_fix		complete	0	2026-04-16T01:44:13.938596Z
getChromDepth_sample000_estimateChromDepth_487_chr4_KQ983258v1_alt		complete	0	2026-04-16T01:44:23.396919Z
getChromDepth_sample000_estimateChromDepth_488_chr5_KZ208910v1_alt		complete	0	2026-04-16T01:44:18.821981Z
getChromDepth_sample000_estimateChromDepth_489_chr5_KN196477v1_alt		complete	0	2026-04-16T01:44:25.937121Z
getChromDepth_sample000_estimateChromDepth_490_chr5_KV575243v1_alt		complete	0	2026-04-16T01:44:01.270385Z
getChromDepth_sample000_estimateChromDepth_491_chr5_KV575244v1_fix		complete	0	2026-04-16T01:44:14.845938Z
getChromDepth_sample000_estimateChromDepth_492_chr6_KZ208911v1_fix		complete	0	2026-04-16T01:44:09.209095Z
getChromDepth_sample000_estimateChromDepth_493_chr6_KQ090017v1_alt		complete	0	2026-04-16T01:44:38.546991Z
getChromDepth_sample000_estimateChromDepth_494_chr6_KQ031387v1_fix		complete	0	2026-04-16T01:44:30.280464Z
getChromDepth_sample000_estimateChromDepth_495_chr6_KN196478v1_fix		complete	0	2026-04-16T01:44:31.085705Z
getChromDepth_sample000_estimateChromDepth_496_chr6_KQ090016v1_fix		complete	0	2026-04-16T01:44:31.872529Z
getChromDepth_sample000_estimateChromDepth_497_chr6_KV766194v1_fix		complete	0	2026-04-16T01:44:17.462337Z
getChromDepth_sample000_estimateChromDepth_498_chr7_KV880764v1_fix		complete	0	2026-04-16T01:44:22.285518Z
getChromDepth_sample000_estimateChromDepth_499_chr7_KV880765v1_fix		complete	0	2026-04-16T01:44:24.852642Z
getChromDepth_sample000_estimateChromDepth_500_chr7_KZ208912v1_fix		complete	0	2026-04-16T01:44:27.328038Z
getChromDepth_sample000_estimateChromDepth_501_chr7_KZ208913v1_alt		complete	0	2026-04-16T01:44:30.613572Z
getChromDepth_sample000_estimateChromDepth_502_chr7_KQ031388v1_fix		complete	0	2026-04-16T01:44:30.573961Z
getChromDepth_sample000_estimateChromDepth_503_chr8_KZ208915v1_fix		complete	0	2026-04-16T01:44:41.781476Z
getChromDepth_sample000_estimateChromDepth_504_chr8_KV880767v1_fix		complete	0	2026-04-16T01:43:59.388320Z
getChromDepth_sample000_estimateChromDepth_505_chr8_KV880766v1_fix		complete	0	2026-04-16T01:44:12.820084Z
getChromDepth_sample000_estimateChromDepth_506_chr8_KZ208914v1_fix		complete	0	2026-04-16T01:44:27.098409Z
getChromDepth_sample000_estimateChromDepth_507_chr9_KQ090018v1_alt		complete	0	2026-04-16T01:44:29.122535Z
getChromDepth_sample000_estimateChromDepth_508_chr9_KQ090019v1_alt		complete	0	2026-04-16T01:44:22.117990Z
getChromDepth_sample000_estimateChromDepth_509_chr9_KN196479v1_fix		complete	0	2026-04-16T01:44:31.575783Z
getChromDepth_sample000_estimateChromDepth_510_chr10_KN538367v1_fix		complete	0	2026-04-16T01:44:32.050837Z
getChromDepth_sample000_estimateChromDepth_511_chr10_KQ090020v1_alt		complete	0	2026-04-16T01:44:34.690489Z
getChromDepth_sample000_estimateChromDepth_512_chr10_KN196480v1_fix		complete	0	2026-04-16T01:44:32.658832Z
getChromDepth_sample000_estimateChromDepth_513_chr10_KQ090021v1_fix		complete	0	2026-04-16T01:43:57.229494Z
getChromDepth_sample000_estimateChromDepth_514_chr10_KN538366v1_fix_to_515_chr10_KN538365v1_fix		complete	0	2026-04-16T01:44:07.680430Z
getChromDepth_sample000_estimateChromDepth_516_chr11_KQ759759v1_fix		complete	0	2026-04-16T01:44:21.792964Z
getChromDepth_sample000_estimateChromDepth_517_chr11_KN538368v1_alt		complete	0	2026-04-16T01:44:13.573301Z
getChromDepth_sample000_estimateChromDepth_518_chr11_KV766195v1_fix		complete	0	2026-04-16T01:43:55.433751Z
getChromDepth_sample000_estimateChromDepth_519_chr11_KQ090022v1_fix		complete	0	2026-04-16T01:44:21.109616Z
getChromDepth_sample000_estimateChromDepth_520_chr11_KN196481v1_fix		complete	0	2026-04-16T01:44:24.852453Z
getChromDepth_sample000_estimateChromDepth_521_chr12_KQ090023v1_alt		complete	0	2026-04-16T01:44:25.187824Z
getChromDepth_sample000_estimateChromDepth_522_chr12_KZ208916v1_fix		complete	0	2026-04-16T01:44:30.211308Z
getChromDepth_sample000_estimateChromDepth_523_chr12_KN538369v1_fix		complete	0	2026-04-16T01:44:23.181732Z
getChromDepth_sample000_estimateChromDepth_524_chr12_KN196482v1_fix		complete	0	2026-04-16T01:44:07.041991Z
getChromDepth_sample000_estimateChromDepth_525_chr12_KZ208918v1_alt		complete	0	2026-04-16T01:44:20.624097Z
getChromDepth_sample000_estimateChromDepth_526_chr12_KQ759760v1_fix		complete	0	2026-04-16T01:44:36.531741Z
getChromDepth_sample000_estimateChromDepth_527_chr12_KZ208917v1_fix_to_528_chr12_KN538370v1_fix		complete	0	2026-04-16T01:44:13.535267Z
getChromDepth_sample000_estimateChromDepth_529_chr13_KN538372v1_fix		complete	0	2026-04-16T01:43:58.176365Z
getChromDepth_sample000_estimateChromDepth_530_chr13_KQ090024v1_alt		complete	0	2026-04-16T01:44:33.378504Z
getChromDepth_sample000_estimateChromDepth_531_chr13_KN196483v1_fix_to_532_chr13_KN538373v1_fix		complete	0	2026-04-16T01:44:21.953977Z
getChromDepth_sample000_estimateChromDepth_533_chr13_KQ090025v1_alt		complete	0	2026-04-16T01:44:20.280750Z
getChromDepth_sample000_estimateChromDepth_534_chr13_KN538371v1_fix		complete	0	2026-04-16T01:44:25.611842Z
getChromDepth_sample000_estimateChromDepth_535_chr14_KZ208920v1_fix		complete	0	2026-04-16T01:44:20.902446Z
getChromDepth_sample000_estimateChromDepth_536_chr14_KZ208919v1_alt		complete	0	2026-04-16T01:44:24.999642Z
getChromDepth_sample000_estimateChromDepth_537_chr15_KN538374v1_fix		complete	0	2026-04-16T01:44:27.586952Z
getChromDepth_sample000_estimateChromDepth_538_chr15_KQ031389v1_alt		complete	0	2026-04-16T01:43:55.095581Z
getChromDepth_sample000_estimateChromDepth_539_chr16_KQ090026v1_alt		complete	0	2026-04-16T01:43:50.640850Z
getChromDepth_sample000_estimateChromDepth_540_chr16_KV880768v1_fix		complete	0	2026-04-16T01:44:05.298845Z
getChromDepth_sample000_estimateChromDepth_541_chr16_KQ090027v1_alt		complete	0	2026-04-16T01:44:22.478151Z
getChromDepth_sample000_estimateChromDepth_542_chr16_KZ208921v1_alt		complete	0	2026-04-16T01:44:20.127764Z
getChromDepth_sample000_estimateChromDepth_543_chr16_KQ031390v1_alt		complete	0	2026-04-16T01:44:24.078485Z
getChromDepth_sample000_estimateChromDepth_544_chr17_KV766196v1_fix		complete	0	2026-04-16T01:44:01.114712Z
getChromDepth_sample000_estimateChromDepth_545_chr17_KV575245v1_fix		complete	0	2026-04-16T01:44:29.374522Z
getChromDepth_sample000_estimateChromDepth_546_chr17_KV766198v1_alt		complete	0	2026-04-16T01:43:50.436494Z
getChromDepth_sample000_estimateChromDepth_547_chr17_KV766197v1_alt		complete	0	2026-04-16T01:44:00.175053Z
getChromDepth_sample000_estimateChromDepth_548_chr18_KQ458385v1_alt		complete	0	2026-04-16T01:44:28.857599Z
getChromDepth_sample000_estimateChromDepth_549_chr18_KQ090028v1_fix		complete	0	2026-04-16T01:44:21.261033Z
getChromDepth_sample000_estimateChromDepth_550_chr18_KZ208922v1_fix		complete	0	2026-04-16T01:43:43.405606Z
getChromDepth_sample000_estimateChromDepth_551_chr19_KQ458386v1_fix		complete	0	2026-04-16T01:44:23.373064Z
getChromDepth_sample000_estimateChromDepth_552_chr19_KN196484v1_fix		complete	0	2026-04-16T01:43:56.977293Z
getChromDepth_sample000_estimateChromDepth_553_chr19_KV575246v1_alt		complete	0	2026-04-16T01:43:53.383422Z
getChromDepth_sample000_estimateChromDepth_554_chr19_KV575247v1_alt		complete	0	2026-04-16T01:44:01.637799Z
getChromDepth_sample000_estimateChromDepth_555_chr19_KV575248v1_alt		complete	0	2026-04-16T01:44:16.505345Z
getChromDepth_sample000_estimateChromDepth_556_chr19_KV575249v1_alt		complete	0	2026-04-16T01:44:17.841450Z
getChromDepth_sample000_estimateChromDepth_557_chr19_KV575250v1_alt		complete	0	2026-04-16T01:43:55.019418Z
getChromDepth_sample000_estimateChromDepth_558_chr19_KV575251v1_alt		complete	0	2026-04-16T01:44:27.483801Z
getChromDepth_sample000_estimateChromDepth_559_chr19_KV575252v1_alt		complete	0	2026-04-16T01:44:13.938796Z
getChromDepth_sample000_estimateChromDepth_560_chr19_KV575253v1_alt		complete	0	2026-04-16T01:43:53.227425Z
getChromDepth_sample000_estimateChromDepth_561_chr19_KV575254v1_alt		complete	0	2026-04-16T01:44:05.909457Z
getChromDepth_sample000_estimateChromDepth_562_chr19_KV575255v1_alt		complete	0	2026-04-16T01:44:32.995898Z
getChromDepth_sample000_estimateChromDepth_563_chr19_KV575256v1_alt		complete	0	2026-04-16T01:44:17.285767Z
getChromDepth_sample000_estimateChromDepth_564_chr19_KV575257v1_alt		complete	0	2026-04-16T01:44:24.462439Z
getChromDepth_sample000_estimateChromDepth_565_chr19_KV575259v1_alt		complete	0	2026-04-16T01:44:22.634739Z
getChromDepth_sample000_estimateChromDepth_566_chr19_KV575260v1_alt		complete	0	2026-04-16T01:44:29.975769Z
getChromDepth_sample000_estimateChromDepth_567_chr19_KV575258v1_alt		complete	0	2026-04-16T01:43:53.910921Z
getChromDepth_sample000_estimateChromDepth_568_chr22_KN196485v1_alt		complete	0	2026-04-16T01:44:06.203922Z
getChromDepth_sample000_estimateChromDepth_569_chr22_KQ458387v1_alt		complete	0	2026-04-16T01:44:36.184799Z
getChromDepth_sample000_estimateChromDepth_570_chr22_KQ458388v1_alt		complete	0	2026-04-16T01:44:01.114512Z
getChromDepth_sample000_estimateChromDepth_571_chr22_KN196486v1_alt		complete	0	2026-04-16T01:44:24.658863Z
getChromDepth_sample000_estimateChromDepth_572_chr22_KQ759761v1_alt		complete	0	2026-04-16T01:44:23.006983Z
getChromDepth_sample000_estimateChromDepth_573_chr22_KQ759762v1_fix		complete	0	2026-04-16T01:44:29.552864Z
getChromDepth_sample000_estimateChromDepth_574_chrX_KV766199v1_alt		complete	0	2026-04-16T01:44:23.425264Z
getChromDepth_sample000_estimateChromDepth_575_chrY_KZ208923v1_fix		complete	0	2026-04-16T01:44:31.673817Z
getChromDepth_sample000_estimateChromDepth_576_chrY_KZ208924v1_fix		complete	0	2026-04-16T01:44:40.834462Z
getChromDepth_sample000_estimateChromDepth_577_chrY_KN196487v1_fix_to_578_chr1_KZ559100v1_fix		complete	0	2026-04-16T01:44:20.316963Z
getChromDepth_sample000_estimateChromDepth_579_chr3_KZ559104v1_fix		complete	0	2026-04-16T01:44:24.350283Z
getChromDepth_sample000_estimateChromDepth_580_chr3_KZ559105v1_alt		complete	0	2026-04-16T01:44:27.135821Z
getChromDepth_sample000_estimateChromDepth_581_chr3_KZ559103v1_alt		complete	0	2026-04-16T01:44:29.867490Z
getChromDepth_sample000_estimateChromDepth_582_chr3_KZ559102v1_alt		complete	0	2026-04-16T01:43:53.070455Z
getChromDepth_sample000_estimateChromDepth_583_chr3_KZ559101v1_alt		complete	0	2026-04-16T01:44:06.365221Z
getChromDepth_sample000_estimateChromDepth_584_chr7_KZ559106v1_alt		complete	0	2026-04-16T01:44:00.705312Z
